step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,balanceDeltaOrig,balanceDeltaDest,errorBalanceOrig,errorBalanceDest,isOrigZeroBalance,isDestZeroBalance,logAmount,transactionDay,transactionHour
378,CASH_IN,160816.78,C1830717509,8027878.52,8188695.3,C576425762,909528.68,748711.9,0,0,160816.78000000026,-160816.78000000003,321633.5600000005,321633.55999999994,False,False,11.988027201753658,15,18
382,CASH_OUT,161960.79,C891703807,17703.0,0.0,C1318204365,926357.98,1088318.77,0,0,-17703.0,161960.79000000004,144257.79,0.0,False,False,11.995115722196656,15,22
154,PAYMENT,10367.73,C2105237574,28810.0,18442.27,M830930651,0.0,0.0,0,0,-10367.73,0.0,0.0,10367.73,False,True,9.24654982506408,6,10
354,PAYMENT,19180.89,C1115015945,10571.0,0.0,M1132225221,0.0,0.0,0,0,-10571.0,0.0,8609.89,19180.89,False,True,9.861721883728654,14,18
383,PAYMENT,16378.9,C1234571958,30577.0,14198.1,M1764400730,0.0,0.0,0,0,-16378.9,0.0,0.0,16378.9,False,True,9.70381025238232,15,23
310,PAYMENT,1795.19,C1566631752,0.0,0.0,M2135799817,0.0,0.0,0,0,0.0,0.0,1795.19,1795.19,True,True,7.493423033912589,12,22
329,CASH_OUT,195522.11,C1258694223,0.0,0.0,C1894592202,533469.05,728991.16,0,0,0.0,195522.11,195522.11,0.0,True,False,12.18343386114001,13,17
328,CASH_OUT,95793.55,C2131288500,0.0,0.0,C1952730814,114339.43,210132.99,0,0,0.0,95793.56,95793.55,-0.0100000000093132,True,False,11.469961072987871,13,16
278,CASH_IN,29340.55,C576824049,3051839.8,3081180.35,C64062967,540497.78,511157.24,0,0,29340.55000000028,-29340.54000000004,58681.10000000009,58681.09000000008,False,False,10.286759879204098,11,14
262,PAYMENT,6201.8,C447250961,100452.0,94250.2,M1967329729,0.0,0.0,0,0,-6201.800000000003,0.0,0.0,6201.8,False,True,8.732756081989994,10,22
155,CASH_OUT,242690.63,C1333331282,0.0,0.0,C607799842,3997078.34,4239768.97,0,0,0.0,242690.6299999999,242690.63,0.0,True,False,12.399546904098989,6,11
307,CASH_IN,169335.04,C1328619186,10994.0,180329.04,C1926159165,1472224.12,1302889.08,0,0,169335.04,-169335.04000000004,338670.08,338670.0800000001,False,False,12.039640422016731,12,19
514,PAYMENT,1916.28,C896708307,0.0,0.0,M255103891,0.0,0.0,0,0,0.0,0.0,1916.28,1916.28,True,True,7.558662793934206,21,10
157,PAYMENT,25081.19,C156864904,21575.0,0.0,M71202184,0.0,0.0,0,0,-21575.0,0.0,3506.1899999999987,25081.19,False,True,10.1299133115088,6,13
12,TRANSFER,506591.47,C663505369,0.0,0.0,C312537393,6123036.81,6629628.27,0,0,0.0,506591.46,506591.47,0.0099999997764825,True,False,13.135462152641376,0,12
688,PAYMENT,12207.05,C22021229,0.0,0.0,M1996827451,0.0,0.0,0,0,0.0,0.0,12207.05,12207.05,True,True,9.409850849190818,28,16
181,TRANSFER,447261.06,C1369767473,0.0,0.0,C933881277,1611442.63,2058703.69,0,0,0.0,447261.06000000006,447261.06,0.0,True,False,13.010899965792218,7,13
20,TRANSFER,78347.09,C1431962729,0.0,0.0,C233609651,271580.35,279289.07,0,0,0.0,7708.72000000003,78347.09,70638.36999999994,True,False,11.268916869695063,0,20
372,PAYMENT,14167.99,C623983825,0.0,0.0,M767560827,0.0,0.0,0,0,0.0,0.0,14167.99,14167.99,True,True,9.558811052797868,15,12
137,CASH_OUT,102635.62,C307209565,0.0,0.0,C1575832096,145837.72,248473.33,0,0,0.0,102635.61,102635.62,0.0100000000093132,True,False,11.53895006811596,5,17
235,TRANSFER,942718.6,C88193239,0.0,0.0,C1008850859,1597045.7,2539764.3,0,0,0.0,942718.6,942718.6,0.0,True,False,13.756524168512115,9,19
226,CASH_IN,357553.43,C152327860,4254879.46,4612432.9,C644621791,2716171.66,2358618.23,0,0,357553.4400000004,-357553.43000000017,715106.8700000001,715106.8600000003,False,False,12.78704288127533,9,10
256,CASH_OUT,70118.64,C1252379248,0.0,0.0,C2123857503,480893.24,551011.88,0,0,0.0,70118.64000000001,70118.64,0.0,True,False,11.157958204966087,10,16
395,PAYMENT,30089.33,C1883235599,510027.27,479937.94,M1325553189,0.0,0.0,0,0,-30089.330000000016,0.0,0.0,30089.33,False,True,10.311959136662656,16,11
300,CASH_OUT,46712.07,C1795301199,0.0,0.0,C1418265582,450043.56,496755.64,0,0,0.0,46712.080000000016,46712.07,-0.0100000000093132,True,False,10.751779276020605,12,12
212,CASH_OUT,259389.9,C1500760035,81829.59,0.0,C1011907162,376230.06,635619.97,0,0,-81829.59,259389.91,177560.31,-0.0100000000093132,False,False,12.466091469293078,8,20
305,PAYMENT,11731.27,C937915251,209147.58,197416.31,M1898350051,0.0,0.0,0,0,-11731.26999999999,0.0,0.0,11731.27,False,True,9.370098443811385,12,17
262,PAYMENT,8354.8,C744117047,232.0,0.0,M495109444,0.0,0.0,0,0,-232.0,0.0,8122.799999999999,8354.8,False,True,9.030711187492932,10,22
201,PAYMENT,9291.22,C427249180,45968.21,36676.99,M1127755633,0.0,0.0,0,0,-9291.22,0.0,0.0,9291.22,False,True,9.136932769890691,8,9
41,TRANSFER,410777.75,C994442454,371.0,0.0,C1080321586,0.0,410777.75,0,0,-371.0,410777.75,410406.75,0.0,False,False,12.925810027363628,1,17
395,CASH_OUT,87903.43,C327079432,14779.54,0.0,C1728358441,121428.77,209332.2,0,0,-14779.54,87903.43000000001,73123.88999999998,0.0,False,False,11.384005480583072,16,11
36,PAYMENT,8276.66,C1493971488,0.0,0.0,M1851614006,0.0,0.0,0,0,0.0,0.0,8276.66,8276.66,True,True,9.02131559874229,1,12
349,CASH_IN,35328.83,C89602136,27188162.06,27223490.89,C696935235,1767936.04,1732607.22,0,0,35328.83000000194,-35328.820000000065,70657.66000000015,70657.65000000014,False,False,10.47248292856692,14,13
133,TRANSFER,179965.75,C1256963563,41112.0,0.0,C1130551998,32688.17,212653.92,0,0,-41112.0,179965.75,138853.75,-2.9103830456733704e-11,False,False,12.100527390586874,5,13
283,TRANSFER,488027.57,C549500666,0.0,0.0,C1148272247,3054751.92,3542779.49,0,0,0.0,488027.5700000003,488027.57,-4.656612873077393e-10,True,False,13.098129228203556,11,19
394,CASH_OUT,17820.24,C791363903,300084.0,282263.76,C1955673986,2408655.93,2426476.17,0,0,-17820.23999999999,17820.239999999758,0.0,4.656612873077393e-10,False,False,9.788146283340147,16,10
369,CASH_OUT,383390.21,C1295103583,0.0,0.0,C818550400,451514.26,834904.47,0,0,0.0,383390.21,383390.21,0.0,True,False,12.856811182883291,15,9
359,PAYMENT,5435.33,C1511172664,140330.44,134895.11,M1485430795,0.0,0.0,0,0,-5435.330000000016,0.0,-2.9103830456733704e-11,5435.33,False,True,8.600859479830241,14,23
155,TRANSFER,51100.55,C2145487508,167378.0,116277.45,C452155981,136560.45,187660.99,0,0,-51100.55,51100.53999999998,0.0,0.0100000000093132,False,False,10.841570108412787,6,11
18,CASH_IN,103869.01,C1632423841,55178.0,159047.01,C47345430,777876.79,612170.31,0,0,103869.01,-165706.47999999998,207738.02,269575.49,False,False,11.55089549249604,0,18
137,CASH_IN,443890.29,C1207049908,4348852.44,4792742.73,C696253095,632038.3,188148.01,0,0,443890.29,-443890.29,887780.5800000001,887780.5800000001,False,False,13.00333496909324,5,17
34,CASH_OUT,381324.11,C250409036,237725.49,0.0,C95137,2062322.67,2443646.78,0,0,-237725.49,381324.1099999999,143598.62,0.0,False,False,12.851407597335935,1,10
132,PAYMENT,11118.16,C1319575849,380.0,0.0,M1816025700,0.0,0.0,0,0,-380.0,0.0,10738.16,11118.16,False,True,9.316425025382973,5,12
325,CASH_OUT,377475.36,C212589950,38975.0,0.0,C1054075455,0.0,377475.36,0,0,-38975.0,377475.36,338500.36,0.0,False,False,12.841263223193788,13,13
230,CASH_OUT,193519.18,C1970295166,52108.0,0.0,C1898155619,175470.84,368990.02,0,0,-52108.0,193519.18,141411.18,0.0,False,False,12.173137075419897,9,14
352,PAYMENT,20805.79,C143312098,0.0,0.0,M759589488,0.0,0.0,0,0,0.0,0.0,20805.79,20805.79,True,True,9.943034654726404,14,16
179,CASH_IN,370158.41,C393417767,20596.0,390754.41,C1210872152,2578394.65,2208236.24,0,0,370158.41,-370158.4099999997,740316.82,740316.8199999998,False,False,12.821689029674271,7,11
228,PAYMENT,12611.89,C2102666604,0.0,0.0,M1195571729,0.0,0.0,0,0,0.0,0.0,12611.89,12611.89,True,True,9.442474585888457,9,12
379,PAYMENT,64315.44,C908412915,88163.17,23847.73,M208369630,0.0,0.0,0,0,-64315.44,0.0,0.0,64315.44,False,True,11.07157055406237,15,19
330,PAYMENT,16472.01,C706907817,27135.8,10663.79,M1379827603,0.0,0.0,0,0,-16472.01,0.0,0.0,16472.01,False,True,9.709478563000763,13,18
278,CASH_OUT,127095.89,C1081458276,20454.0,0.0,C2086455329,242800.13,369896.02,0,0,-20454.0,127095.89,106641.89,0.0,False,False,11.752704987956069,11,14
191,TRANSFER,661951.12,C967860590,0.0,0.0,C1181134324,4464322.8,5126273.92,0,0,0.0,661951.1200000001,661951.12,0.0,True,False,13.402948506019486,7,23
33,PAYMENT,5991.1,C1790245977,11270.0,5278.9,M2102797019,0.0,0.0,0,0,-5991.1,0.0,0.0,5991.1,False,True,8.698197213976355,1,9
380,CASH_OUT,204262.59,C1561310695,132946.0,0.0,C11584348,267519.6,471782.19,0,0,-132946.0,204262.59000000003,71316.59,-5.820766091346741e-11,False,False,12.227166546616532,15,20
14,CASH_IN,186295.61,C368225918,10060.0,196355.61,C1834699516,501758.4,315462.79,0,0,186295.61,-186295.61000000004,372591.22,372591.22,False,False,12.135095359966796,0,14
225,CASH_OUT,35633.45,C1759658813,11370.0,0.0,C1219144053,661684.92,697318.37,0,0,-11370.0,35633.44999999995,24263.45,0.0,False,False,10.481068145552795,9,9
333,PAYMENT,15610.92,C313098088,2286.0,0.0,M1411336679,0.0,0.0,0,0,-2286.0,0.0,13324.92,15610.92,False,True,9.65579000402399,13,21
332,CASH_IN,254380.44,C596596599,7742.0,262122.44,C1091715579,303629.71,49249.28,0,0,254380.44,-254380.43,508760.88,508760.87,False,False,12.446590151811844,13,20
637,CASH_OUT,157577.84,C175641909,0.0,0.0,C1343925272,251900.39,409478.23,0,0,0.0,157577.83999999997,157577.84,0.0,True,False,11.967681183432312,26,13
182,CASH_OUT,108079.29,C1768002736,0.0,0.0,C758365905,3066910.71,3174989.99,0,0,0.0,108079.28000000026,108079.29,0.0099999997764825,True,False,11.590629655828112,7,14
153,PAYMENT,1556.32,C783801229,11868.0,10311.68,M703820912,0.0,0.0,0,0,-1556.3199999999997,0.0,0.0,1556.32,False,True,7.350721674159467,6,9
34,CASH_IN,148003.75,C908547912,1647180.92,1795184.67,C1531765026,1400046.15,803497.25,0,0,148003.75,-596548.8999999999,296007.5,744552.6499999999,False,False,11.904999646825829,1,10
13,CASH_IN,370213.59,C1726076966,7130310.58,7500524.17,C1244869566,832693.42,462479.83,0,0,370213.5899999999,-370213.59,740427.1799999997,740427.1799999999,False,False,12.821838089474056,0,13
376,CASH_OUT,8068.61,C1618315138,0.0,0.0,C1510370230,43698.64,51767.25,0,0,0.0,8068.610000000001,8068.61,0.0,True,False,8.995860432958654,15,16
138,PAYMENT,11419.69,C1156883845,265759.59,254339.9,M1449671765,0.0,0.0,0,0,-11419.690000000031,0.0,-5.820766091346741e-11,11419.69,False,True,9.343181901700005,5,18
380,PAYMENT,5197.42,C1042943053,0.0,0.0,M2126542653,0.0,0.0,0,0,0.0,0.0,5197.42,5197.42,True,True,8.556110012245076,15,20
34,CASH_OUT,120302.83,C656605613,2175.0,0.0,C1605725149,119477.29,239780.12,0,0,-2175.0,120302.83,118127.83,0.0,False,False,11.697775738529964,1,10
314,PAYMENT,6147.56,C1994798510,47090.0,40942.44,M1214453796,0.0,0.0,0,0,-6147.559999999998,0.0,0.0,6147.56,False,True,8.723973187042565,13,2
354,CASH_OUT,145796.54,C798783963,0.0,0.0,C2138143814,317013.49,462810.04,0,0,0.0,145796.55,145796.54,-0.0099999999511055,True,False,11.88997422598637,14,18
255,CASH_IN,196706.38,C594167629,26822184.38,27018890.76,C618713432,5362971.27,5166264.89,0,0,196706.38000000268,-196706.3799999999,393412.7600000016,393412.7599999998,False,False,12.189472522737894,10,15
14,CASH_OUT,163115.52,C1873432037,51392.0,0.0,C1509004695,0.0,222010.79,0,0,-51392.0,222010.79,111723.52,-58895.27000000002,False,False,12.002220071033516,0,14
256,PAYMENT,6081.9,C1322194641,13189.14,7107.24,M1027351298,0.0,0.0,0,0,-6081.9,0.0,0.0,6081.9,False,True,8.713236834928633,10,16
377,CASH_IN,121695.48,C1616481166,120182.0,241877.48,C1675603085,4138339.19,4016643.71,0,0,121695.48,-121695.47999999998,243390.96,243390.96,False,False,11.709285354974744,15,17
15,CASH_IN,393477.94,C2111384441,2733.0,396210.94,C1194297436,631.0,675477.07,0,0,393477.94,674846.07,786955.88,-281368.12999999995,False,False,12.88278282571232,0,15
303,CASH_OUT,153599.89,C1410401932,0.0,0.0,C47334062,4182931.49,4336531.38,0,0,0.0,153599.88999999966,153599.89,0.0,True,False,11.942112893949757,12,15
35,TRANSFER,1669851.85,C372055146,0.0,0.0,C1660526430,4425021.37,6094873.22,0,0,0.0,1669851.8499999996,1669851.85,9.313225746154783e-10,True,False,14.328246066738236,1,11
373,CASH_OUT,228309.84,C1643390171,20039.0,0.0,C1674402957,0.0,228309.84,0,0,-20039.0,228309.84,208270.84,0.0,False,False,12.338463312774826,15,13
20,CASH_OUT,58117.7,C858322995,11627.0,0.0,C1294321354,961981.1,1020098.8,0,0,-11627.0,58117.70000000007,46490.7,-1.1641532182693479e-10,False,False,10.970242749918578,0,20
9,CASH_OUT,201295.98,C1617228242,0.0,0.0,C1544651170,930744.42,1132040.4,0,0,0.0,201295.97999999984,201295.98,2.3283064365386963e-10,True,False,12.21253660903149,0,9
210,CASH_OUT,72342.42,C1373787220,157624.0,85281.58,C1710161916,0.0,72342.42,0,0,-72342.42,72342.42,0.0,0.0,False,False,11.189179781137266,8,18
599,CASH_OUT,26173.64,C140508825,0.0,0.0,C1998982322,2127929.19,2154102.83,0,0,0.0,26173.64000000013,26173.64,0.0,True,False,10.172546282062497,24,23
277,CASH_OUT,16611.75,C374700269,0.0,0.0,C1813140366,32082.11,48693.86,0,0,0.0,16611.75,16611.75,0.0,True,False,9.71792575181722,11,13
398,TRANSFER,404449.59,C93798451,90071.0,0.0,C1635843846,25924.91,430374.51,0,0,-90071.0,404449.6,314378.59,-0.0100000000093132,False,False,12.910284857216206,16,14
256,CASH_IN,211285.72,C27851538,770.0,212055.72,C297336928,0.0,0.0,0,0,211285.72,0.0,422571.44,211285.72,False,True,12.260971352599247,10,16
163,CASH_OUT,257424.09,C1912628537,31037.0,0.0,C624652603,2350364.9,2607788.99,0,0,-31037.0,257424.09000000032,226387.09,-4.656612873077393e-10,False,False,12.458484044141285,6,19
298,CASH_OUT,336219.54,C752079284,0.0,0.0,C1026557211,876305.91,1212525.45,0,0,0.0,336219.5399999999,336219.54,0.0,True,False,12.72552259267701,12,10
300,CASH_OUT,74188.39,C2099876165,0.0,0.0,C1913640672,3446751.55,3520939.94,0,0,0.0,74188.39000000013,74188.39,0.0,True,False,11.214376427017406,12,12
399,PAYMENT,13017.08,C100399782,0.0,0.0,M1634909823,0.0,0.0,0,0,0.0,0.0,13017.08,13017.08,True,True,9.474094439450676,16,15
402,PAYMENT,2381.75,C1771904561,0.0,0.0,M1068369995,0.0,0.0,0,0,0.0,0.0,2381.75,2381.75,True,True,7.776010561817735,16,18
280,CASH_OUT,94178.07,C668228220,0.0,0.0,C1503274044,645062.67,739240.74,0,0,0.0,94178.06999999996,94178.07,0.0,True,False,11.452953249040783,11,16
394,PAYMENT,70614.72,C597514317,15835.0,0.0,M579722974,0.0,0.0,0,0,-15835.0,0.0,54779.72,70614.72,False,True,11.16500806158515,16,10
276,TRANSFER,362671.22,C917629912,0.0,0.0,C975814766,710872.97,1073544.18,0,0,0.0,362671.21,362671.22,0.0100000000093132,True,False,12.80125473011268,11,12
181,PAYMENT,15116.78,C1427307665,0.0,0.0,M335834156,0.0,0.0,0,0,0.0,0.0,15116.78,15116.78,True,True,9.623626813556797,7,13
305,CASH_IN,433957.19,C1586369042,110313.0,544270.19,C925653429,179648.44,0.0,0,0,433957.19,-179648.44,867914.3799999999,613605.63,False,False,12.980703472036362,12,17
380,DEBIT,3798.19,C100848174,0.0,0.0,C1446804513,325960.01,329758.19,0,0,0.0,3798.179999999993,3798.19,0.0100000000093132,True,False,8.242543165098368,15,20
180,CASH_IN,21392.06,C1765736269,6933100.14,6954492.2,C328520001,5644352.84,5622960.78,0,0,21392.06000000052,-21392.05999999959,42784.12000000011,42784.11999999918,False,False,9.970821849348209,7,12
134,PAYMENT,11700.87,C770304390,0.0,0.0,M544467511,0.0,0.0,0,0,0.0,0.0,11700.87,11700.87,True,True,9.367503937074371,5,14
16,CASH_OUT,211151.48,C1841094171,0.0,0.0,C184427583,365524.0,440739.17,0,0,0.0,75215.16999999998,211151.48,135936.31,True,False,12.260335805497943,0,16
352,CASH_IN,7991.09,C1943216188,6588548.56,6596539.65,C383786842,1825499.46,1817508.37,0,0,7991.090000000782,-7991.089999999851,15982.180000000631,15982.179999999937,False,False,8.986207581526243,14,16
347,CASH_OUT,145316.65,C1853035631,0.0,0.0,C900228764,1393292.62,1538609.27,0,0,0.0,145316.6499999999,145316.65,0.0,True,False,11.886677314996016,14,11
448,PAYMENT,22859.35,C1561751486,29483.0,6623.65,M388967919,0.0,0.0,0,0,-22859.35,0.0,0.0,22859.35,False,True,10.037159247817772,18,16
307,TRANSFER,1768817.29,C1328161022,25116.0,0.0,C1665738675,236594.84,2005412.13,0,0,-25116.0,1768817.2899999998,1743701.29,2.3283064365386963e-10,False,False,14.385822248815648,12,19
303,TRANSFER,1133316.49,C265116686,0.0,0.0,C1305087680,1747207.16,2880523.65,0,0,0.0,1133316.49,1133316.49,0.0,True,False,13.940659721408805,12,15
395,PAYMENT,46627.9,C680062523,0.0,0.0,M585375996,0.0,0.0,0,0,0.0,0.0,46627.9,46627.9,True,True,10.749975799560575,16,11
261,CASH_IN,128308.89,C373017367,10332624.2,10460933.08,C56624145,164488.58,36179.69,0,0,128308.88000000082,-128308.88999999998,256617.77000000144,256617.78,False,False,11.762203632589967,10,21
35,PAYMENT,11695.19,C840212932,201216.0,189520.81,M952781963,0.0,0.0,0,0,-11695.190000000002,0.0,0.0,11695.19,False,True,9.367018426727654,1,11
255,TRANSFER,524075.46,C866860885,0.0,0.0,C1981662815,1405887.94,1929963.4,0,0,0.0,524075.46,524075.46,0.0,True,False,13.169392868689004,10,15
377,PAYMENT,17786.06,C1753878268,865.0,0.0,M1216761828,0.0,0.0,0,0,-865.0,0.0,16921.06,17786.06,False,True,9.786226505619917,15,17
373,CASH_OUT,151017.81,C155057445,390368.0,239350.19,C287972422,0.0,151017.81,0,0,-151017.81,151017.81,0.0,0.0,False,False,11.925159677575344,15,13
